subDirectory_filePath,valence,arousal,expression,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
DiffusionEmotion_S_cropped/neutral/aksjlkjl_0.png,-0.1,0.1,neutral,0.62137467,0.3332202,0.4897716,0.36698657,0.09902205,0.0,0.18089746,0.040401492,0.0,0.067801185,0.2363929,0.043631606,0.29326615,0.0,0.24695975,0.20448712,0.022383498,0.09896202,0.20612113,0.17957728
DiffusionEmotion_S_cropped/neutral/aksndlkn_0.png,0.0,0.0,neutral,0.3273412,0.1271656,0.064084105,0.6586301,0.077130795,0.0,0.08649294,0.005347936,0.0,0.021581918,0.18992822,0.10616744,0.5196633,0.0,0.20490196,0.1450681,0.4347184,0.0791776,0.16707619,0.05642837
DiffusionEmotion_S_cropped/neutral/anavqmjd_0.png,-0.1,-0.1,neutral,0.3547558,0.26055753,0.3799444,0.39242598,0.07007417,0.0,0.12655807,0.02307414,0.0,0.038556196,0.19016176,0.30435124,0.3769717,0.0,0.768075,0.5806946,0.050097838,0.1434428,0.290411,0.033535544
DiffusionEmotion_S_cropped/neutral/aovjrrax_0.png,-0.2,-0.1,neutral,0.42228147,0.120163,0.3021489,0.5399116,0.04897206,0.0,0.101058446,0.007472864,0.0,0.01812904,0.16704303,0.16471682,0.4848208,0.0,0.27472654,0.31358957,0.82928634,0.08203369,0.02495557,0.03394141
DiffusionEmotion_S_cropped/neutral/aptzlpuo_0.png,-0.1,-0.1,neutral,0.77823937,0.48371685,0.69078934,0.5136258,0.08056505,0.0,0.13227499,0.011374533,0.0,0.020147804,0.12581268,0.2899885,0.41115993,0.0,0.23802915,0.20679285,0.9311646,0.0761218,0.22739555,0.053683154
DiffusionEmotion_S_cropped/neutral/axelgnme_0.png,0.0,-0.1,neutral,0.61393803,0.3706925,0.14784501,0.4422302,0.11271961,0.0,0.0973502,0.055360492,1.0,0.05052946,0.3849101,0.1375697,0.42500782,0.0,0.4792455,0.09298078,0.92745256,0.13980405,0.15539481,0.037870113
DiffusionEmotion_S_cropped/neutral/aywskztb_0.png,0.0,0.0,neutral,0.6913106,0.43391627,0.25031546,0.64340895,0.10129321,0.0,0.117391385,0.01592845,0.0,0.047734022,0.28626937,0.16708598,0.3810092,0.0,0.152638,0.42875347,0.00088727934,0.096611865,0.569594,0.06424714
DiffusionEmotion_S_cropped/neutral/balgskek_0.png,-0.1,-0.1,neutral,0.46011445,0.28753814,0.4190845,0.3025289,0.10704236,0.0,0.1577221,0.00072236743,0.0,0.07709922,0.22869042,0.46315992,0.3594938,0.0,0.52112275,0.68371934,0.002551609,0.2136738,0.36506796,0.02411013
DiffusionEmotion_S_cropped/neutral/bbuwxuqm_0.png,0.0,0.0,neutral,0.55031955,0.26902172,0.0700035,0.59158975,0.033663604,0.0,0.09985088,0.027976278,0.0,0.023792956,0.12588899,0.1315434,0.26472533,0.0,0.17297342,0.09365606,0.76848364,0.5576883,0.028946117,0.016816508
DiffusionEmotion_S_cropped/neutral/bddhbpcn_0.png,0.0,-0.1,neutral,0.7071215,0.70424914,0.32391688,0.37755975,0.08619514,0.0,0.08233993,0.005005321,0.0,0.03005952,0.06709508,0.21087259,0.3869973,0.0,0.10577204,0.12799661,0.40600416,0.13813701,0.033629596,0.050751116
